"gene","PSOL_PASI_age_sex","ADL_pEASI_age_sex","AD_pEASI_age_sex","PSO_PASI_age_sex","Missing value count","Min"
"ENSG00000185033",,"0.0402193998624804",,,3,"0.0402193998624804"
"ENSG00000159650",,,"0.0402532009692793",,3,"0.0402532009692793"
"ENSG00000267369",,,"0.0402532009692793",,3,"0.0402532009692793"
"ENSG00000165685","0.0403332024002992",,,,3,"0.0403332024002992"
"ENSG00000095777",,"0.0404476245271317",,,3,"0.0404476245271317"
"ENSG00000151239",,"0.0404476245271317",,,3,"0.0404476245271317"
"ENSG00000159111","0.0405851642001171",,,,3,"0.0405851642001171"
"ENSG00000182774","0.0405851642001171",,,,3,"0.0405851642001171"
"ENSG00000231795","0.0405851642001171",,,,3,"0.0405851642001171"
"ENSG00000268472","0.0405851642001171",,,,3,"0.0405851642001171"
"ENSG00000271122","0.0405851642001171",,,,3,"0.0405851642001171"
"ENSG00000106105","0.0406929622492228",,,,3,"0.0406929622492228"
"ENSG00000254691","0.0406929622492228",,,,3,"0.0406929622492228"
"ENSG00000274093","0.0407615127388525",,,,3,"0.0407615127388525"
"ENSG00000135740","0.0408352623945417",,,,3,"0.0408352623945417"
"ENSG00000100410","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000104299","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000106638","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000115657","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000117222","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000126226","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000133641","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000140105","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000152684","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000162461","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000168291","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000228639","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000261872","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000285257","0.0409480318801024",,,,3,"0.0409480318801024"
"ENSG00000183055","0.0409924276114422",,,,3,"0.0409924276114422"
"ENSG00000196218","0.0409924276114422",,,,3,"0.0409924276114422"
"ENSG00000172936","0.0410212292415764",,,,3,"0.0410212292415764"
"ENSG00000059573","0.0410769671619823",,,,3,"0.0410769671619823"
"ENSG00000130348","0.0410769671619823",,,,3,"0.0410769671619823"
"ENSG00000277579","0.0410769671619823",,,,3,"0.0410769671619823"
"ENSG00000279425","0.0410769671619823",,,,3,"0.0410769671619823"
"ENSG00000158161","0.0410984070853324",,,,3,"0.0410984070853324"
"ENSG00000160746","0.0410984070853324",,,,3,"0.0410984070853324"
"ENSG00000166839","0.0410984070853324",,,,3,"0.0410984070853324"
"ENSG00000069493","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000104332","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000105186","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000165794","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000197989","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000263787","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000265460","0.0411175840504669",,,,3,"0.0411175840504669"
"ENSG00000198947","0.0412545767401474",,,,3,"0.0412545767401474"
"ENSG00000026508",,"0.0413118958084941",,,3,"0.0413118958084941"
"ENSG00000152520","0.0414114447068532",,,,3,"0.0414114447068532"
"ENSG00000159352","0.0414114447068532",,,,3,"0.0414114447068532"
"ENSG00000261616","0.0414252470243993",,,,3,"0.0414252470243993"
"ENSG00000133065","0.00414837167941476",,,,3,"0.00414837167941476"
"ENSG00000189182",,"0.0415005648681962",,,3,"0.0415005648681962"
"ENSG00000186827",,,"0.0415845996106827",,3,"0.0415845996106827"
"ENSG00000104549","0.00416533286091822",,,,3,"0.00416533286091822"
"ENSG00000255176","0.0417017185228651",,,,3,"0.0417017185228651"
"ENSG00000176945","0.0417926353444195",,,,3,"0.0417926353444195"
"ENSG00000269902","0.0417926353444195",,,,3,"0.0417926353444195"
"ENSG00000166847","0.0418046341550302",,,,3,"0.0418046341550302"
"ENSG00000189420","0.0418046341550302",,,,3,"0.0418046341550302"
"ENSG00000225031","0.0418046341550302",,,,3,"0.0418046341550302"
"ENSG00000109819","0.0418093195293375",,,,3,"0.0418093195293375"
"ENSG00000286672","0.0418093195293375",,,,3,"0.0418093195293375"
"ENSG00000198520",,,"0.0418296760879839",,3,"0.0418296760879839"
"ENSG00000233421",,,"0.0418512230927827",,3,"0.0418512230927827"
"ENSG00000081985",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000130561",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000144824",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000146858",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000186891",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000204475",,,"0.0418617715678433",,3,"0.0418617715678433"
"ENSG00000180370",,"0.0418925364939216",,,3,"0.0418925364939216"
"ENSG00000133169",,"0.0419248553085903",,,3,"0.0419248553085903"
"ENSG00000170445","0.0419490000413191",,,,3,"0.0419490000413191"
"ENSG00000100353","0.0419746005190828",,,,3,"0.0419746005190828"
"ENSG00000162572",,"0.0420543757914578",,,3,"0.0420543757914578"
"ENSG00000164176",,"0.0420543757914578",,,3,"0.0420543757914578"
"ENSG00000184900",,"0.0420543757914578",,,3,"0.0420543757914578"
"ENSG00000189377",,"0.0420543757914578",,,3,"0.0420543757914578"
"ENSG00000164393",,"0.0421191366229207",,,3,"0.0421191366229207"
"ENSG00000007933",,"0.0421323354308826",,,3,"0.0421323354308826"
"ENSG00000169306",,"0.0421323354308826",,,3,"0.0421323354308826"
"ENSG00000183421",,"0.0421323354308826",,,3,"0.0421323354308826"
"ENSG00000104783","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000115839","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000135587","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000176422","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000182899","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000286313","0.0423455719439219",,,,3,"0.0423455719439219"
"ENSG00000149231","0.0423575780637739",,,,3,"0.0423575780637739"
"ENSG00000185624",,"0.0425065973305938",,,3,"0.0425065973305938"
"ENSG00000205758","0.0425150957865224",,,,3,"0.0425150957865224"
"ENSG00000002549","0.0426163704222851",,,,3,"0.0426163704222851"
"ENSG00000165238","0.0426163704222851",,,,3,"0.0426163704222851"
"ENSG00000104626",,"0.0426252691564292",,,3,"0.0426252691564292"
"ENSG00000199525",,"0.0426594915991293",,,3,"0.0426594915991293"
"ENSG00000064419","0.0426649173835302",,,,3,"0.0426649173835302"
"ENSG00000111145",,"0.0427223333774115",,,3,"0.0427223333774115"
"ENSG00000223621",,"0.0427223333774115",,,3,"0.0427223333774115"
"ENSG00000189068",,,"0.0427354458989899",,3,"0.0427354458989899"
"ENSG00000261863",,,"0.0427354458989899",,3,"0.0427354458989899"
"ENSG00000004455","0.0427808583947273",,,,3,"0.0427808583947273"
"ENSG00000276334","0.0428086684659137",,,,3,"0.0428086684659137"
"ENSG00000222005","0.0428159158162921",,,,3,"0.0428159158162921"
"ENSG00000125514","0.0430356714880015",,,,3,"0.0430356714880015"
"ENSG00000101670","0.0430974422574944",,,,3,"0.0430974422574944"
"ENSG00000177283",,,"0.0431309922813085",,3,"0.0431309922813085"
"ENSG00000020129",,"0.0431473541238273",,,3,"0.0431473541238273"
"ENSG00000197694",,"0.0431473541238273",,,3,"0.0431473541238273"
"ENSG00000172296",,"0.0432749668518751",,,3,"0.0432749668518751"
"ENSG00000196588",,"0.0432749668518751",,,3,"0.0432749668518751"
"ENSG00000187699","0.00433855291386433",,,,3,"0.00433855291386433"
"ENSG00000223528","0.0433957027752873",,,,3,"0.0433957027752873"
"ENSG00000241319","0.0433957027752873",,,,3,"0.0433957027752873"
"ENSG00000233426","0.0434130059036262",,,,3,"0.0434130059036262"
"ENSG00000151445","0.00436341702508888",,,,3,"0.00436341702508888"
"ENSG00000099974","0.0436738219701437",,,,3,"0.0436738219701437"
"ENSG00000117481","0.0436738219701437",,,,3,"0.0436738219701437"
"ENSG00000132591","0.0436738219701437",,,,3,"0.0436738219701437"
"ENSG00000149792","0.0436738219701437",,,,3,"0.0436738219701437"
"ENSG00000272356","0.0436738219701437",,,,3,"0.0436738219701437"
"ENSG00000267065","0.0439061754971831",,,,3,"0.0439061754971831"
"ENSG00000134248","0.0439180257495153",,,,3,"0.0439180257495153"
"ENSG00000148843","0.0439180257495153",,,,3,"0.0439180257495153"
"ENSG00000171864","0.0439180257495153",,,,3,"0.0439180257495153"
"ENSG00000170989",,,,"0.00439613716637973",3,"0.00439613716637973"
"ENSG00000188559","0.0440504071304055",,,,3,"0.0440504071304055"
"ENSG00000173559",,"0.0440508850867862",,,3,"0.0440508850867862"
"ENSG00000112299","0.0440912294662395",,,,3,"0.0440912294662395"
"ENSG00000136689","0.0440912294662395",,,,3,"0.0440912294662395"
"ENSG00000165689","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000169217","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000172780","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000174501","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000175161","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000215251","0.0441513232492903",,,,3,"0.0441513232492903"
"ENSG00000103415","0.0442291668675341",,,,3,"0.0442291668675341"
"ENSG00000117560",,,"0.0442389454814967",,3,"0.0442389454814967"
"ENSG00000144559",,,"0.0442389454814967",,3,"0.0442389454814967"
"ENSG00000181191",,,"0.0442389454814967",,3,"0.0442389454814967"
"ENSG00000125089",,"0.0442455027039272",,,3,"0.0442455027039272"
"ENSG00000129625",,"0.0442455027039272",,,3,"0.0442455027039272"
"ENSG00000130208",,"0.0442455027039272",,,3,"0.0442455027039272"
"ENSG00000155660",,"0.0442455027039272",,,3,"0.0442455027039272"
"ENSG00000156976",,"0.0443044892917167",,,3,"0.0443044892917167"
"ENSG00000007402",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000128482",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000169627",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000213071",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000253111",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000282608",,,"0.0443548958938804",,3,"0.0443548958938804"
"ENSG00000063046","0.0444570456049284",,,,3,"0.0444570456049284"
"ENSG00000100385",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000113296",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000124831",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000152207",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000182557",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000211692",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000211891",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000239713",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000277586",,,"0.00445165677103833",,3,"0.00445165677103833"
"ENSG00000180581","0.0445242654840349",,,,3,"0.0445242654840349"
"ENSG00000278413","0.0445866074039252",,,,3,"0.0445866074039252"
"ENSG00000133112","0.0446492439153002",,,,3,"0.0446492439153002"
"ENSG00000196415","0.0446877015651879",,,,3,"0.0446877015651879"
"ENSG00000187498",,"0.0447098610079578",,,3,"0.0447098610079578"
"ENSG00000185052",,"0.0447334039103961",,,3,"0.0447334039103961"
"ENSG00000116120",,,"0.0447689664246331",,3,"0.0447689664246331"
"ENSG00000149294",,,"0.0447689664246331",,3,"0.0447689664246331"
"ENSG00000158246",,,"0.0447689664246331",,3,"0.0447689664246331"
"ENSG00000183454",,"0.0447767113556495",,,3,"0.0447767113556495"
"ENSG00000185674",,"0.0447767113556495",,,3,"0.0447767113556495"
"ENSG00000129991",,,"0.0448098404005737",,3,"0.0448098404005737"
"ENSG00000123329",,"0.0448845355929028",,,3,"0.0448845355929028"
"ENSG00000164051",,"0.0448845355929028",,,3,"0.0448845355929028"
"ENSG00000181192",,"0.0448845355929028",,,3,"0.0448845355929028"
"ENSG00000258727",,"0.0448845355929028",,,3,"0.0448845355929028"
"ENSG00000031698","0.0449593500704079",,,,3,"0.0449593500704079"
"ENSG00000151575","0.0449593500704079",,,,3,"0.0449593500704079"
"ENSG00000173950","0.0449593500704079",,,,3,"0.0449593500704079"
"ENSG00000187608","0.0449955645021105",,,,3,"0.0449955645021105"
"ENSG00000255501",,"0.0450996841850972",,,3,"0.0450996841850972"
"ENSG00000079999","0.0451397734818098",,,,3,"0.0451397734818098"
"ENSG00000168259","0.0452314502455804",,,,3,"0.0452314502455804"
"ENSG00000258851","0.0452488271146336",,,,3,"0.0452488271146336"
"ENSG00000164318","0.0453717144137745",,,,3,"0.0453717144137745"
"ENSG00000174038","0.0453717144137745",,,,3,"0.0453717144137745"
"ENSG00000232931","0.0453717144137745",,,,3,"0.0453717144137745"
"ENSG00000103047","0.0453754822712179",,,,3,"0.0453754822712179"
"ENSG00000135452","0.00454805309048832",,,,3,"0.00454805309048832"
"ENSG00000213949",,,"0.0455139056646033",,3,"0.0455139056646033"
"ENSG00000140612","0.0455157274146112",,,,3,"0.0455157274146112"
"ENSG00000164086","0.0455157274146112",,,,3,"0.0455157274146112"
"ENSG00000100453",,"0.0456185008823607",,,3,"0.0456185008823607"
"ENSG00000134539",,,"0.0456483056004904",,3,"0.0456483056004904"
"ENSG00000204673","0.0457807957029836",,,,3,"0.0457807957029836"
"ENSG00000142937","0.0458040870413973",,,,3,"0.0458040870413973"
"ENSG00000076356",,"0.0458287166747358",,,3,"0.0458287166747358"
"ENSG00000133678",,"0.0458287166747358",,,3,"0.0458287166747358"
"ENSG00000159723",,"0.0458287166747358",,,3,"0.0458287166747358"
"ENSG00000188710",,"0.0458287166747358",,,3,"0.0458287166747358"
"ENSG00000204021",,"0.0458287166747358",,,3,"0.0458287166747358"
"ENSG00000109971","0.0458652162866952",,,,3,"0.0458652162866952"
"ENSG00000183826","0.0458652162866952",,,,3,"0.0458652162866952"
"ENSG00000115091","0.0458797594150506",,,,3,"0.0458797594150506"
"ENSG00000176871","0.0458797594150506",,,,3,"0.0458797594150506"
"ENSG00000182903","0.0458797594150506",,,,3,"0.0458797594150506"
"ENSG00000015676","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000113460","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000134323","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000136897","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000167977","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000234332","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000250280","0.0458835294879639",,,,3,"0.0458835294879639"
"ENSG00000162972","0.0459578749227322",,,,3,"0.0459578749227322"
"ENSG00000135299",,,"0.0460403587361813",,3,"0.0460403587361813"
"ENSG00000143842",,,"0.0460403587361813",,3,"0.0460403587361813"
"ENSG00000071575",,"0.0460476906372386",,,3,"0.0460476906372386"
"ENSG00000253967",,"0.0460476906372386",,,3,"0.0460476906372386"
"ENSG00000008517",,"0.0461519084386087",,,3,"0.0461519084386087"
"ENSG00000109118","0.0461585401236808",,,,3,"0.0461585401236808"
"ENSG00000132677",,"0.0461884881343219",,,3,"0.0461884881343219"
"ENSG00000186832",,"0.0461884881343219",,,3,"0.0461884881343219"
"ENSG00000086062",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000107372",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000118655",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000137857",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000139178",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000182628",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000243797",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000249437",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000258479",,"0.0462494899161243",,,3,"0.0462494899161243"
"ENSG00000101407","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000143947","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000215493","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000228492","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000252118","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000268104","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000273521","0.0463496015837938",,,,3,"0.0463496015837938"
"ENSG00000233527",,"0.0464990528417205",,,3,"0.0464990528417205"
"ENSG00000073849",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000122566",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000140521",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000166444",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000197479",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000211455",,"0.0465079995183246",,,3,"0.0465079995183246"
"ENSG00000100335","0.0465194206645017",,,,3,"0.0465194206645017"
"ENSG00000114316","0.0465194206645017",,,,3,"0.0465194206645017"
"ENSG00000106952",,"0.0465801432813089",,,3,"0.0465801432813089"
"ENSG00000259343",,"0.0465801432813089",,,3,"0.0465801432813089"
"ENSG00000280206","0.0467495424386079",,,,3,"0.0467495424386079"
"ENSG00000189091","0.0467594039221723",,,,3,"0.0467594039221723"
"ENSG00000140534",,"0.0467776494586876",,,3,"0.0467776494586876"
"ENSG00000060339",,"0.0468210853356992",,,3,"0.0468210853356992"
"ENSG00000224858",,"0.0468210853356992",,,3,"0.0468210853356992"
"ENSG00000117592","0.0469267871715553",,,,3,"0.0469267871715553"
"ENSG00000130518","0.0469267871715553",,,,3,"0.0469267871715553"
"ENSG00000139083","0.0470166038268067",,,,3,"0.0470166038268067"
"ENSG00000100441",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000134057",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000145244",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000153395",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000161682",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000171314",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000171446",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000184163",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000260500",,"0.0470839036483312",,,3,"0.0470839036483312"
"ENSG00000100365",,"0.0472167973358713",,,3,"0.0472167973358713"
"ENSG00000169129",,"0.0472167973358713",,,3,"0.0472167973358713"
"ENSG00000263325",,"0.0472167973358713",,,3,"0.0472167973358713"
"ENSG00000124275","0.0472263092076879",,,,3,"0.0472263092076879"
"ENSG00000198521","0.0472263092076879",,,,3,"0.0472263092076879"
"ENSG00000213853","0.0472263092076879",,,,3,"0.0472263092076879"
"ENSG00000272666","0.0472263092076879",,,,3,"0.0472263092076879"
"ENSG00000238062",,,"0.00472729176029966",,3,"0.00472729176029966"
"ENSG00000255587",,,"0.00472729176029966",,3,"0.00472729176029966"
"ENSG00000143179",,"0.0473275436232607",,,3,"0.0473275436232607"
"ENSG00000279469",,"0.0473275436232607",,,3,"0.0473275436232607"
"ENSG00000119013","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000155096","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000175455","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000180221","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000236761","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000279512","0.0473448343684929",,,,3,"0.0473448343684929"
"ENSG00000120899","0.0475520573030595",,,,3,"0.0475520573030595"
"ENSG00000166750","0.0475520573030595",,,,3,"0.0475520573030595"
"ENSG00000164867",,"0.0475814485188046",,,3,"0.0475814485188046"
"ENSG00000042088",,"0.0476094119716196",,,3,"0.0476094119716196"
"ENSG00000153094",,"0.0476576880531153",,,3,"0.0476576880531153"
"ENSG00000106554",,"0.0476927259241789",,,3,"0.0476927259241789"
"ENSG00000130203",,"0.0476927259241789",,,3,"0.0476927259241789"
"ENSG00000180353",,"0.0477622988064328",,,3,"0.0477622988064328"
"ENSG00000107036",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000115844",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000124788",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000137841",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000163347",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000165025",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000166391",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000169508",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000169756",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000182326",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000183484",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000248538",,"0.0477998714583711",,,3,"0.0477998714583711"
"ENSG00000094914",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000101246",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000105205",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000157483",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000160097",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000172986",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000181938",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000260186",,"0.0478751506528079",,,3,"0.0478751506528079"
"ENSG00000265491","0.00480169084277549",,,,3,"0.00480169084277549"
"ENSG00000089127","0.0480432848927348",,,,3,"0.0480432848927348"
"ENSG00000122026","0.0480446186069581",,,,3,"0.0480446186069581"
"ENSG00000214021","0.0480446186069581",,,,3,"0.0480446186069581"
"ENSG00000130816",,"0.0480735498043496",,,3,"0.0480735498043496"
"ENSG00000177243","0.00481047269780392",,,,3,"0.00481047269780392"
"ENSG00000187446","0.00481047269780392",,,,3,"0.00481047269780392"
"ENSG00000231607",,"0.0481449418904599",,,3,"0.0481449418904599"
"ENSG00000268573",,"0.0481449418904599",,,3,"0.0481449418904599"
"ENSG00000235357",,"0.0481631057531696",,,3,"0.0481631057531696"
"ENSG00000204264","0.0481711652785698",,,,3,"0.0481711652785698"
"ENSG00000100292","0.0481734442583053",,,,3,"0.0481734442583053"
"ENSG00000165280","0.0481734442583053",,,,3,"0.0481734442583053"
"ENSG00000277654","0.0481734442583053",,,,3,"0.0481734442583053"
"ENSG00000158773",,"0.0482037550117804",,,3,"0.0482037550117804"
"ENSG00000277224",,"0.0482037550117804",,,3,"0.0482037550117804"
"ENSG00000008394",,"0.0482351132792134",,,3,"0.0482351132792134"
"ENSG00000267731","0.0482797989019339",,,,3,"0.0482797989019339"
"ENSG00000104885",,"0.0483448505758463",,,3,"0.0483448505758463"
"ENSG00000186231","0.0483997584726859",,,,3,"0.0483997584726859"
"ENSG00000105329",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000130598",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000142224",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000146453",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000250486",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000269837",,"0.0484046029594473",,,3,"0.0484046029594473"
"ENSG00000200403","0.0484452582988194",,,,3,"0.0484452582988194"
"ENSG00000248206","0.0486143068195473",,,,3,"0.0486143068195473"
"ENSG00000275759","0.0486143068195473",,,,3,"0.0486143068195473"
"ENSG00000196683","0.0487011462455998",,,,3,"0.0487011462455998"
"ENSG00000275236",,"0.0488647921610676",,,3,"0.0488647921610676"
"ENSG00000173614","0.0489165497019208",,,,3,"0.0489165497019208"
"ENSG00000136457","0.0489497999357508",,,,3,"0.0489497999357508"
"ENSG00000174606","0.0489497999357508",,,,3,"0.0489497999357508"
"ENSG00000230992","0.0489497999357508",,,,3,"0.0489497999357508"
"ENSG00000270096","0.0489497999357508",,,,3,"0.0489497999357508"
"ENSG00000276842","0.0489497999357508",,,,3,"0.0489497999357508"
"ENSG00000109736",,"0.0490237686053095",,,3,"0.0490237686053095"
"ENSG00000112996","0.0491050921120811",,,,3,"0.0491050921120811"
"ENSG00000184206","0.0492202434196087",,,,3,"0.0492202434196087"
"ENSG00000101224",,"0.0492572320517137",,,3,"0.0492572320517137"
"ENSG00000079785","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000101310","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000131503","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000169087","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000173145","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000188428","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000213149","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000224057","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000259915","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000267501","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000277350","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000278829","0.0492650790642311",,,,3,"0.0492650790642311"
"ENSG00000239672","0.0492680561395004",,,,3,"0.0492680561395004"
"ENSG00000234072",,"0.0493928521644365",,,3,"0.0493928521644365"
"ENSG00000170099","0.0494824677236301",,,,3,"0.0494824677236301"
"ENSG00000150456","0.0495039848794724",,,,3,"0.0495039848794724"
"ENSG00000116514",,"0.0495834921591272",,,3,"0.0495834921591272"
"ENSG00000126777",,"0.0495834921591272",,,3,"0.0495834921591272"
"ENSG00000153993",,"0.0495834921591272",,,3,"0.0495834921591272"
"ENSG00000143839",,"0.0496187714679548",,,3,"0.0496187714679548"
"ENSG00000166535","0.0496437388928454",,,,3,"0.0496437388928454"
"ENSG00000178568","0.0496437388928454",,,,3,"0.0496437388928454"
"ENSG00000265681","0.0496437388928454",,,,3,"0.0496437388928454"
"ENSG00000158186","0.0496880544161873",,,,3,"0.0496880544161873"
"ENSG00000162377","0.0496880544161873",,,,3,"0.0496880544161873"
"ENSG00000130164",,"0.0497974727124319",,,3,"0.0497974727124319"
"ENSG00000164347","0.0498138119290662",,,,3,"0.0498138119290662"
"ENSG00000265142","0.0498518800949773",,,,3,"0.0498518800949773"
"ENSG00000170426","0.00503005254526179",,,,3,"0.00503005254526179"
"ENSG00000010165","0.00520780704666472",,,,3,"0.00520780704666472"
"ENSG00000129473","0.00520780704666472",,,,3,"0.00520780704666472"
"ENSG00000064309","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000116754","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000135063","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000169403","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000185880","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000221926","0.00521426559483052",,,,3,"0.00521426559483052"
"ENSG00000172867",,"0.00524001541076956",,,3,"0.00524001541076956"
"ENSG00000185640",,"0.00524001541076956",,,3,"0.00524001541076956"
